"Sample"	"Contamination Status"	"Overall Homoplasmies"	"Overall Heteroplasmies"	"Sample Coverage"	"Major Haplogroup"	"Major Haplogroup Quality"	"Minor Haplogroup"	"Minor Haplogroup Quality"	"Amount Major Homoplasmies"	"Amount Minor Homoplasmies"	"Amount Major Heteroplasmies"	"Amount Minor Heteroplasmies"	"Major Heteroplasmy Level"	"Minor Heteroplasmy Level"	"Distance"	"Clusters"
"HG00362.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"11"	"10"	"1849"	"H1q1"	"0.949"	"H1q1"	"0.935"	"9"	"9"	"0"	"0"	" "	" "	"0"	""
"HG00364.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"28"	"13"	"2176"	"U5b1b2a"	"0.954"	"U5b1b2a"	"0.945"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00365.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"8"	"11"	"3021"	"H1c"	"1.000"	"H1c"	"0.956"	"8"	"8"	"0"	"0"	" "	" "	"0"	""
"HG00366.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"NO"	"12"	"13"	"1760"	"H5a1e"	"0.965"	"H5a1e"	"0.933"	"11"	"11"	"0"	"0"	" "	" "	"0"	""
"HG00367.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"YES"	"9"	"37"	"1482"	"U5a1b1h"	"0.992"	"H5a1e"	"0.872"	"9"	"6"	"14"	"4"	"0.983"	"0.013"	"16"	"0.012 - 0.014 (4);0.978 - 0.987 (14);"
"HG00368.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"24"	"14"	"2424"	"U5b1b2"	"0.966"	"U5b1b2"	"0.919"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG00369.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"NO"	"40"	"12"	"1408"	"I1a1a2"	"0.982"	"I1a1a2"	"0.971"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG00371.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"26"	"11"	"2042"	"X2c1"	"1.000"	"X2c1"	"0.940"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00372.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"NO"	"11"	"15"	"941"	"H1+16189"	"0.961"	"H1+16189"	"0.921"	"8"	"8"	"0"	"0"	" "	" "	"0"	""
"HG00373.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"NO"	"29"	"8"	"1149"	"U5b1b1a1b"	"0.996"	"U5b1b1a1b"	"0.965"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG00375.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"NO"	"30"	"12"	"1329"	"J1c2n1"	"0.988"	"J1c2n1"	"0.969"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG00376.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"26"	"19"	"1802"	"U5b1b1a"	"1.000"	"U5b1b1a"	"0.943"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00378.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"11"	"10"	"2383"	"H1a2"	"1.000"	"H1a2"	"0.936"	"10"	"10"	"0"	"0"	" "	" "	"0"	""
"HG00379.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"28"	"8"	"1798"	"U5b1b1a"	"1.000"	"U5b1b1a"	"0.971"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00380.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam"	"NO"	"12"	"12"	"1344"	"H1a8a"	"1.000"	"H1a8a"	"0.896"	"11"	"11"	"0"	"0"	" "	" "	"0"	""
"HG00381.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"12"	"7"	"1873"	"H1a2"	"0.994"	"H1a2"	"0.994"	"10"	"10"	"0"	"0"	" "	" "	"0"	""
"HG00382.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"13"	"12"	"1459"	"H1h1"	"0.951"	"H1h1"	"0.932"	"9"	"9"	"0"	"0"	" "	" "	"0"	""
"HG00383.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"13"	"10"	"1715"	"H27a"	"0.954"	"H27a"	"0.912"	"11"	"11"	"0"	"0"	" "	" "	"0"	""
"HG00384.mapped.ILLUMINA.bwa.FIN.low_coverage.20130415.bam"	"NO"	"27"	"20"	"1982"	"U5b1b1a"	"1.000"	"U5b1b1a"	"0.933"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00403.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"42"	"17"	"807"	"M7b1a1d"	"0.965"	"M7b1a1d"	"0.927"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG00404.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"44"	"31"	"1144"	"B5b2c1"	"0.882"	"B5b2c1"	"0.846"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00406.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"24"	"15"	"1752"	"N9a10b"	"0.955"	"N9a10b"	"0.925"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG00407.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"24"	"8"	"1842"	"R9c1b1"	"0.952"	"R9c1b1"	"0.966"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00409.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"29"	"17"	"2677"	"F1a"	"0.932"	"F1a"	"0.946"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG00410.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"34"	"14"	"3234"	"M7c1c2"	"0.974"	"M7c1c2"	"0.954"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG00419.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"31"	"25"	"2328"	"B4g2"	"0.796"	"B4g2"	"0.783"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG00421.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"43"	"13"	"2278"	"D4a7"	"0.964"	"D4a7"	"0.937"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG00422.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"24"	"10"	"2155"	"N9a8"	"0.960"	"N9a8"	"0.947"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00428.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"48"	"20"	"3135"	"C4a1a2a"	"0.948"	"C4a1a2a"	"0.936"	"44"	"44"	"0"	"0"	" "	" "	"0"	""
"HG00436.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"40"	"13"	"246"	"Z4a1a"	"0.954"	"Z4a1a"	"0.937"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG00437.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"31"	"19"	"2475"	"F1e1"	"0.922"	"F1e1"	"0.901"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG00442.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"31"	"19"	"2380"	"F1e3"	"0.922"	"F1e3"	"0.908"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG00443.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"42"	"16"	"2106"	"M8a2a1"	"0.933"	"M8a2a1"	"0.903"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"HG00445.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"27"	"12"	"2712"	"R9c1b1"	"0.936"	"R9c1b1"	"0.898"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00446.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"27"	"22"	"2130"	"B4b1"	"0.770"	"R"	"0.732"	"18"	"11"	"0"	"0"	" "	" "	"6"	""
"HG00448.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"42"	"10"	"2530"	"M7b1a1e2"	"0.993"	"M7b1a1e2"	"0.973"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG00449.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"30"	"10"	"646"	"R11"	"0.879"	"R11"	"0.805"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG00451.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"31"	"18"	"2758"	"A14"	"0.928"	"A14"	"0.893"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00452.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"25"	"25"	"1484"	"B4g1b"	"0.846"	"B4g1b"	"0.796"	"19"	"19"	"1"	"0"	"0.989"	" "	"0"	"0.989 (1);"
"HG00457.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"YES"	"26"	"23"	"2214"	"M33c"	"0.960"	"M"	"0.771"	"22"	"19"	"4"	"0"	"0.990"	" "	"3"	"0.987 (1);0.99 (1);0.991 (2);"
"HG00458.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"30"	"32"	"2272"	"B5a1c1a"	"0.873"	"B5a1c1a"	"0.835"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00463.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"46"	"10"	"299"	"M20"	"0.953"	"M20"	"0.955"	"42"	"42"	"0"	"1"	" "	"0.037"	"0"	"0.037 (1);"
"HG00464.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"37"	"10"	"470"	"F1a1c"	"0.917"	"F1a1c"	"0.915"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG00472.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"33"	"18"	"2401"	"F1c1a1b"	"0.973"	"F1c1a1b"	"0.960"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG00473.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"34"	"23"	"2396"	"D6a1a"	"0.988"	"D6a1a"	"0.911"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG00475.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"37"	"19"	"3021"	"D5a2a1b"	"0.989"	"D5a2a1b"	"0.950"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00476.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"40"	"25"	"2053"	"Z+152"	"0.916"	"Z+152"	"0.883"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG00478.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"40"	"19"	"2204"	"D4b2b4"	"0.958"	"D4b2b4"	"0.933"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"HG00479.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"27"	"13"	"2550"	"N9a1"	"0.971"	"N9a1"	"0.936"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG00500.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"28"	"5"	"1031"	"N9a1"	"0.895"	"N9a1"	"0.907"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG00513.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"30"	"8"	"299"	"R11b1a"	"0.941"	"R11b1a"	"0.908"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00524.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"44"	"10"	"194"	"M7b1a1a3"	"0.980"	"M7b1a1a3"	"0.986"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG00525.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"44"	"17"	"2576"	"M7b1a1+(16192)"	"0.939"	"M7b1a1+(16192)"	"0.907"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG00530.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"29"	"10"	"226"	"F1d"	"0.911"	"F1d"	"0.903"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG00531.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"29"	"4"	"175"	"N9a4b1"	"0.982"	"N9a4b1"	"0.982"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00533.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"24"	"29"	"1198"	"B4d1'2'3"	"0.842"	"R+16189"	"0.779"	"18"	"12"	"0"	"0"	" "	" "	"5"	""
"HG00534.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"26"	"15"	"1187"	"R9c1a"	"0.987"	"R9c1a"	"0.927"	"26"	"26"	"0"	"1"	" "	"0.037"	"0"	"0.037 (1);"
"HG00536.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"25"	"17"	"2132"	"R11b1b"	"0.907"	"R11b1b"	"0.837"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00537.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"25"	"17"	"231"	"B4a4"	"0.810"	"B4a4"	"0.810"	"18"	"18"	"0"	"0"	" "	" "	"0"	""
"HG00542.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"28"	"19"	"265"	"B5a1c1a"	"0.909"	"B5a1c1a"	"0.897"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00543.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"27"	"29"	"2300"	"R30"	"0.760"	"R30"	"0.746"	"12"	"12"	"0"	"0"	" "	" "	"0"	""
"HG00551.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"35"	"20"	"2596"	"A2z"	"0.958"	"A2z"	"0.895"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG00553.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"29"	"15"	"934"	"A2"	"0.948"	"A2k"	"0.935"	"27"	"27"	"0"	"1"	" "	"0.022"	"2"	"0.022 (1);"
"HG00554.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"77"	"21"	"1155"	"L1b1a3"	"0.993"	"L1b1a3"	"0.954"	"75"	"75"	"0"	"0"	" "	" "	"0"	""
"HG00556.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"32"	"12"	"2452"	"N9a11"	"0.974"	"N9a11"	"0.925"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG00557.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"31"	"15"	"1809"	"A5b1b"	"0.902"	"A5b1b"	"0.909"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00559.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"42"	"13"	"899"	"M10a1b"	"0.919"	"M10a1b"	"0.911"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00560.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"32"	"17"	"1151"	"F1a1"	"0.905"	"F1a1"	"0.868"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG00565.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"26"	"14"	"1104"	"A+152"	"0.907"	"A+152"	"0.897"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00566.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"25"	"13"	"996"	"A+152"	"0.966"	"A+152"	"0.906"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00580.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"41"	"12"	"1092"	"D5b1b"	"0.979"	"D5b1b"	"0.988"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG00581.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"41"	"10"	"1672"	"D4j15"	"0.902"	"D4j15"	"0.892"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG00583.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"37"	"14"	"1510"	"D4a8"	"0.989"	"D4a8"	"0.985"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00584.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"27"	"8"	"1298"	"N9a3"	"0.938"	"N9a3"	"0.938"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG00589.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"35"	"11"	"1229"	"F1a1"	"0.892"	"F1a1"	"0.902"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00590.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"46"	"9"	"1077"	"C7a1"	"0.930"	"C7a1"	"0.930"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG00592.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"24"	"13"	"918"	"N9a1"	"0.983"	"N9a1"	"0.929"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG00593.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam"	"NO"	"36"	"19"	"2330"	"M7b1a1d1"	"0.990"	"M7b1a1d1"	"0.882"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG00595.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"36"	"17"	"1888"	"D5a2a+16092"	"0.994"	"D5a2a+16092"	"0.981"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"HG00596.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"23"	"19"	"646"	"B4c1a1"	"0.846"	"B4c1a1"	"0.846"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG00598.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"32"	"13"	"3825"	"G2a'c"	"0.953"	"G2a'c"	"0.894"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00599.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"23"	"25"	"2280"	"B4a1c4"	"0.871"	"B4a1c4"	"0.845"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG00607.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"35"	"9"	"1034"	"M8a2c"	"0.988"	"M8a2c"	"0.950"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG00608.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"25"	"33"	"1108"	"B4a1c5"	"0.859"	"B4a1c5"	"0.750"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG00610.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"33"	"31"	"1027"	"B5b1"	"0.831"	"B5b1"	"0.822"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"HG00611.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"41"	"14"	"853"	"M7c1a1a"	"0.959"	"M7c1a1a"	"0.946"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00613.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"42"	"16"	"1215"	"D4a3b2"	"0.985"	"D4a3b2"	"0.964"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG00614.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"38"	"13"	"985"	"Z3"	"0.915"	"Z3"	"0.908"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG00619.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"42"	"19"	"1174"	"D4a3b2"	"0.992"	"D4a3b2"	"0.970"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG00620.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"24"	"12"	"870"	"N9a10"	"0.971"	"N9a10"	"0.983"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG00622.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"36"	"15"	"3361"	"G2a'c"	"0.953"	"G2a'c"	"0.909"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG00623.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"28"	"22"	"3258"	"B4c1b2"	"0.810"	"B4c1b2"	"0.759"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG00625.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"41"	"15"	"659"	"D4b2b7"	"0.971"	"D4b2b7"	"0.933"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG00626.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"43"	"13"	"938"	"M12a1a1"	"0.953"	"M12a1a1"	"0.965"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG00628.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"41"	"18"	"771"	"D5a2a1+@16172"	"0.966"	"D5a2a1+@16172"	"0.939"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00629.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"40"	"9"	"1044"	"D4g2a1"	"0.925"	"D4g2a1"	"0.909"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG00631.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"24"	"24"	"2616"	"B4g2"	"0.882"	"B4g2"	"0.882"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG00632.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"31"	"17"	"2608"	"F1a1"	"0.953"	"F1a1"	"0.931"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00634.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"28"	"10"	"747"	"A18"	"0.959"	"A18"	"0.925"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG00637.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"30"	"15"	"1167"	"A2k1a"	"0.991"	"A2k1a"	"0.975"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG00638.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"31"	"15"	"1435"	"A2"	"0.912"	"A2"	"0.907"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG00640.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"36"	"33"	"986"	"B2b3a"	"0.857"	"B2b3a"	"0.824"	"31"	"31"	"1"	"0"	"0.843"	" "	"0"	"0.843 (1);"
"HG00641.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam"	"NO"	"39"	"16"	"1352"	"C1b2"	"0.965"	"C1b2"	"0.925"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG00650.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"44"	"14"	"1249"	"M7b1a1f"	"0.944"	"M7b1a1f"	"0.941"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG00651.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"36"	"10"	"1126"	"D4+195"	"0.936"	"D4+195"	"0.913"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG00653.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"36"	"14"	"1323"	"N8"	"0.908"	"N8"	"0.885"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG00654.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"24"	"25"	"1104"	"R+16189"	"0.809"	"R+16189"	"0.783"	"12"	"12"	"0"	"0"	" "	" "	"0"	""
"HG00656.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"31"	"17"	"1105"	"A13"	"0.895"	"A13"	"0.899"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG00657.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"44"	"17"	"1210"	"D5b3"	"0.953"	"D5b3"	"0.920"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG00662.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"43"	"19"	"1131"	"D4b1b"	"0.930"	"D4b1b"	"0.891"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG00663.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"25"	"17"	"1162"	"R9b1a3"	"0.932"	"R9b1a3"	"0.880"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG00671.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"35"	"18"	"1533"	"D4i3"	"0.955"	"D4i3"	"0.914"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG00672.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"28"	"23"	"1093"	"F1d"	"0.915"	"F1d"	"0.876"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG00674.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"37"	"10"	"2536"	"F4a1a"	"0.957"	"F4a1a"	"0.939"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG00675.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam"	"NO"	"29"	"25"	"2313"	"F2a1"	"0.959"	"F2a1"	"0.907"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG00683.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"36"	"12"	"1159"	"M71a1a"	"0.949"	"M71a1a"	"0.935"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG00684.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"42"	"17"	"1203"	"D5a2a1b"	"0.942"	"D5a2a1b"	"0.941"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG00689.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"43"	"11"	"1280"	"M7b1a1+(16192)"	"0.960"	"M7b1a1+(16192)"	"0.952"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG00690.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"37"	"33"	"1131"	"B5b2b"	"0.905"	"B5b2b"	"0.856"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG00692.mapped.ILLUMINA.bwa.CHS.low_coverage.20120522.bam"	"NO"	"39"	"16"	"953"	"M7b1a1+(16192)"	"0.990"	"M7b1a1+(16192)"	"0.959"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
